"genius_id","section_name","section_artist","line"
8243463,"Verse 1","Yung Christ","Prefer to be lonely, don't need no friends"
8243463,"Verse 1","Yung Christ","Hoe we just fucking, I don't date fans"
8243463,"Verse 1","Yung Christ","I'm with my cousin and talkin' plans"
8243463,"Verse 1","Yung Christ","Went to my hood and I copped some land"
8243463,"Verse 1","Yung Christ","Blowing through my money like Democrats"
8243463,"Verse 1","Yung Christ","Two-step on the IRS, fuck a tax"
8243463,"Verse 2","Romeo da Black Rose","Why the fuck you look to me for help?"
8243463,"Verse 2","Romeo da Black Rose","There ain't an ace in the cards I was dealt"
8243463,"Verse 2","Romeo da Black Rose","I'm 31, still don't know how to take care of myself"
8243463,"Verse 2","Romeo da Black Rose","Honestly, I'm scared that I might melt"
8243463,"Verse 2","Romeo da Black Rose","Leave behind a bunch of black spots on a white pelt"
8243463,"Verse 2","Romeo da Black Rose","Maybe in the next life I'll come back as a nice belt, Ion' know"
8243463,"Verse 2","Romeo da Black Rose","There's a fine line between me and you"
8243463,"Verse 2","Romeo da Black Rose","The biggest difference is I'll snort that shit and probably puke"
8243463,"Verse 2","Romeo da Black Rose","Dodge and juke all the bullshit y'all try and pull me through"
8243463,"Verse 2","Romeo da Black Rose","But I'm still shining, baby girl wylin'"
8243463,"Verse 2","Romeo da Black Rose","Catch me riding by with that look in my eyes"
8243463,"Verse 2","Romeo da Black Rose","Palms start to sweat, by the way I'm gripping my .9"
8243463,"Verse 2","Romeo da Black Rose","Yeah, I'm always on my toes but I'm still the same height"
8243463,"Verse 2","Romeo da Black Rose","Standing tall over my grave"
8243463,"Verse 2","Romeo da Black Rose","Make sure it's filled with all the people we supposedly saved"
8243463,"Verse 2","Romeo da Black Rose","Make sure you throw the plaques in and all the money we made"
8243463,"Verse 2","Romeo da Black Rose","I can't put them on my wall, that shit just ain't my taste"
8243463,"Verse 2","Romeo da Black Rose","It ain't my taste, it ain't my taste!"
8243463,"Verse 2","Romeo da Black Rose","Lil Shawty wanna marry me, I said ""You're better off in debt"""
8243463,"Verse 2","Romeo da Black Rose","If it didn't work out baby, I'll be real hard to forget"
8243463,"Verse 2","Romeo da Black Rose","German whips and private jets, private beaches to access"
8243463,"Verse 2","Romeo da Black Rose","Fuck on me baby, I'm still a mess and no that ain't a threat"
8243463,"Verse 2","Romeo da Black Rose","I ride for my family that's Grey*59"
8243463,"Verse 2","Romeo da Black Rose","Try and be all I can be and not waste my time"
8243463,"Verse 2","Romeo da Black Rose","On the brink of insanity, I can't make up my mind"
8243463,"Verse 2","Romeo da Black Rose","Yeah, I battle my vanity and I think I'm blind"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Four letters, two numbers, bitch, Grey*59"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Three fingers in the air"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Three fingers in the air"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Four letters, two numbers, bitch, Grey*59"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Three fingers in the air, m-"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Three fingers in the air, main"
8243463,"Outro","Yung Christ & Romeo da Black Rose","I ride for my family that's Grey*59"
8243463,"Outro","Yung Christ & Romeo da Black Rose","I ride for my family that's Grey*59"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Try and be all I can be and I waste my ti-ti-ti-time"
8243463,"Outro","Yung Christ & Romeo da Black Rose","Try and be all I can be and I waste my time"
8238957,"Intro","$UICIDEBOY$","(It’s a Smash!)"
8238957,"Intro","$UICIDEBOY$","Play-play-play-play-players never die"
8238957,"Intro","$UICIDEBOY$","(You did good, $lick)"
8238957,"Verse 1","Northside Shorty","It's that demented motherfucker, I'm kickin' it with my brothers"
8238957,"Verse 1","Northside Shorty","Repping the *59, you know Grey the fucking color"
8238957,"Verse 1","Northside Shorty","My gat' screamin', “Kill 'em Wetto, hit 'em where they lay!”"
8238957,"Verse 1","Northside Shorty","Smokin' 'em like some indo, let the pistol up and spray"
8238957,"Verse 1","Northside Shorty","Never could be fucked with, my dick, they love to suck it"
8238957,"Verse 1","Northside Shorty","They calling me game seven $lick, I switch a bitch like subjects"
8238957,"Verse 1","Northside Shorty","Pull up continental, make a hoe gеt sentimental"
8238957,"Verse 1","Northside Shorty","I got 18K in dental, ballin' with no fundamеntals"
8238957,"Verse 1","Northside Shorty","Michael Jackson off a thriller dose, hold off on the killer dose"
8238957,"Verse 1","Northside Shorty","Cookin' up in a rental (Bam!), Emeril with the chemical"
8238957,"Verse 1","Northside Shorty","Grippin' on my genitals, Northside general"
8238957,"Verse 1","Northside Shorty","Pull up in that Benz, Forgis turn it something cynical, anyway (Northside!)"
8238957,"Verse 1","Northside Shorty","Thinking I'm 'bout to die by anyday (Northside!)"
8238957,"Verse 1","Northside Shorty","Half high pass five (Northside!), rollin' up that Mary Jay (Northside!)"
8238957,"Verse 1","Northside Shorty","I might drop 30 like I'm Curry (Northside!) with no NBA (Northside!)"
8238957,"Verse 1","Northside Shorty","Hop out, Eddie Murray with the stick (Northside!) and let it swing away (Northside!)"
8238957,"Verse 1","Northside Shorty","Hot boy turn the block out, pimping out the crack house"
8238957,"Verse 1","Northside Shorty","Macking up on these bitches, flew a hoe to fuck from Krakow"
8238957,"Verse 1","Northside Shorty","My dick threw her back out, packed and flew her back out"
8238957,"Verse 1","Northside Shorty","Been running and gunning and fucking, all while tripping in a black out"
8238957,"Verse 1","Northside Shorty","Mane, it's the killer (North), Northside Guerilla"
8238957,"Verse 1","Northside Shorty","Mom and dad both fiends and my ex a pill dealer (Northside!)"
8238957,"Verse 1","Northside Shorty","Tell me who keep it realer? There's no drug I ain’t touched"
8238957,"Verse 1","Northside Shorty","Basquiat your face, and I Banksy your place up"
8238957,"Verse 1","Northside Shorty","Boy aim with your face up, they clowns with no make up"
8238957,"Verse 1","Northside Shorty","This me before warm ups, I ain't even laced up"
8238957,"Verse 1","Northside Shorty","Fuckboy get your rank up, robbing and dealing and homicide"
8238957,"Verse 1","Northside Shorty","Spice 1, Wetto from the ghetto, I was born to die"
8238957,"Verse 1","Northside Shorty","Let 'em fry"
8238957,"Verse 2","Southside Shorty","Ruby gettin' up in them gizzards, neck look like a blizzard"
8238957,"Verse 2","Southside Shorty","Keepin' an eye on these snakes in the grass, so I move just like a lizard"
8238957,"Verse 2","Southside Shorty","Backwood tastes vanilla, popping painkillers"
8238957,"Verse 2","Southside Shorty","Grip the .45, I feel like the Grey Gorilla"
8238957,"Verse 2","Southside Shorty","Chickenheads flocking, they think I'm a quesadilla"
8238957,"Verse 2","Southside Shorty","Beating up the pussy, I must be a lady killer, yeah"
8238957,"Verse 2","Southside Shorty","Papa Pine, break yo' spine, rub her clit likes it's a vibe"
8238957,"Verse 2","Southside Shorty","Now she's asking what's my sign, so I threw up the *59"
8238957,"Verse 2","Southside Shorty","I'm the Lord of the 7th Ward, pick the lock on heaven's door"
8238957,"Verse 2","Southside Shorty","Feel no need to settle scores, leave pussies red and sore"
8238957,"Verse 2","Southside Shorty","Never called her back, she breakin' down like metalcore"
8238957,"Verse 2","Southside Shorty","Everybody steals my sauce like they fiending for peppercorn (7th Ward!)"
8238957,"Verse 2","Southside Shorty","Check the score (7th Ward!), Grey*59, five and o' in the fourth (7th Ward!)"
8238957,"Verse 2","Southside Shorty","What a chore, rolled a blunt so big (7th Ward!) we'll have to light it with a torch (7th Ward!)"
8238957,"Verse 2","Southside Shorty","Whip looks like it might've lost the Second World War, yah (7th Ward!)"
8238957,"Verse 2","Southside Shorty","Ruby such an animal (7th Ward!)"
8238957,"Verse 2","Southside Shorty","7th Ward Dragon, when I breathe it's fucking flammable"
8238957,"Verse 2","Southside Shorty","Keep my clique tight and isolated like we cannibals"
8238957,"Verse 2","Southside Shorty","Spit so many bars you'll think infinity is tangible"
8238957,"Verse 2","Southside Shorty","All these fucking chains, you would think I'm wearing mannacles"
8238957,"Verse 2","Southside Shorty","Yeah, bitch, tell me what's happenin'"
8238957,"Verse 2","Southside Shorty","Dick so big, I'll turn her pussy to the Grand Canyon"
8238957,"Verse 2","Southside Shorty","All my haters pussy, like I keep on smelling salmon"
8238957,"Verse 2","Southside Shorty","Keep it old school, I might pull up with a cannon"
8238957,"Verse 2","Southside Shorty","Yeah, bitch, tell me what it is"
8238957,"Verse 2","Southside Shorty","Wake up with a smile, picking out the right fit"
8238957,"Verse 2","Southside Shorty","O.J. in the mornin', like I stabbed a white bitch"
8238957,"Verse 2","Southside Shorty","Every color in the fucking rainbow sucked my white dick"
8238957,"Outro","$UICIDEBOY$","Wait for a beep, dial 5-9 and hit the pound"
8238957,"Outro","$UICIDEBOY$","Um, okay, so I'll talk to you later"
8238970,"Intro","MC Money & Nigga Creeps","Serious shit, no playin', ho"
8238970,"Intro","MC Money & Nigga Creeps","Break yo' self, hit the floor, hit the floor"
8238970,"Intro","MC Money & Nigga Creeps","Hoe-ish ass nigga, I'm just tired of this talking shit"
8238970,"Intro","MC Money & Nigga Creeps","Serious shit, no playin', ho"
8238970,"Intro","MC Money & Nigga Creeps","Keep poppin' off at the mouth"
8238970,"Intro","MC Money & Nigga Creeps","Hoe-ish ass nigga, I'm just tired of this talking shit"
8238970,"Intro","MC Money & Nigga Creeps","Break yo' self, hit the floor"
8238970,"Intro","MC Money & Nigga Creeps","Get your fucking wig split"
8238970,"Verse 1","Lord of Loneliness","Ruby keep pulling these hoes all over the globe"
8238970,"Verse 1","Lord of Loneliness","But still I'm alone putting shit up my nose (Break yo' s—)"
8238970,"Verse 1","Lord of Loneliness","All of the money, the cars and the clothes – it comes and it goes"
8238970,"Verse 1","Lord of Loneliness","One day I'll be ready to gather my bones, dig me a hole"
8238970,"Verse 1","Lord of Loneliness","Say goodbye as my two eyes start to close (Break yo' s—)"
8238970,"Verse 1","Lord of Loneliness","But that day ain't even close, all of y'all leave me alone (Just leave me alone)"
8238970,"Verse 1","Lord of Loneliness","Who the fuck won't copy us? No stopping us"
8238970,"Verse 1","Lord of Loneliness","She blocked me 'cause I'm stocking up"
8238970,"Verse 1","Lord of Loneliness","(Serious shit, no p—)"
8238970,"Verse 1","Lord of Loneliness","On foxy sluts and shoddy cuffs, no roxy dust"
8238970,"Verse 1","Lord of Loneliness","(Serious shit, no p—)"
8238970,"Verse 1","Lord of Loneliness","I'm Oddy Nuff, the next bitch who wanna lock me up"
8238970,"Verse 1","Lord of Loneliness","I'm knocking up (Hit the floor)"
8238970,"Verse 1","Lord of Loneliness","The rope in my hand keeps knotting up (Hit-Hit the floor)"
8238970,"Verse 1","Lord of Loneliness","I'm so tired of thinking I'm not enough (Hit the floor)"
8238970,"Verse 1","Lord of Loneliness","Not enough, not enough (Hoe-ish ass nigga, I'm just tired of this talking shit)"
8238970,"Bridge","MC Money & Nigga Creeps","Serious shit, no playin', ho"
8238970,"Bridge","MC Money & Nigga Creeps","Keep poppin' off at the mouth"
8238970,"Bridge","MC Money & Nigga Creeps","Hoe-ish ass nigga, I'm just tired of this talking shit"
8238970,"Bridge","MC Money & Nigga Creeps","Break yo' self, hit the floor"
8238970,"Bridge","MC Money & Nigga Creeps","Get your fucking wig split"
8238970,"Verse 2","Lil Remains","Pull up in a drop top, high (Why?)"
8238970,"Verse 2","Lil Remains","People tryna take what's mine (Who?)"
8238970,"Verse 2","Lil Remains","(Break yo' s—)"
8238970,"Verse 2","Lil Remains","People I call my friends (Where?)"
8238970,"Verse 2","Lil Remains","People I call my fam', goddamn"
8238970,"Verse 2","Lil Remains","(Get your fuckin—)"
8238970,"Verse 2","Lil Remains","Speed dial my style for a fix (When?)"
8238970,"Verse 2","Lil Remains","Right now and I don't wanna hear shit (Wait, what?)"
8238970,"Verse 2","Lil Remains","(Break yo' s—)"
8238970,"Verse 2","Lil Remains","I tell a hoe take off before I cut the dope off"
8238970,"Verse 2","Lil Remains","Living too painful to quit"
8238970,"Verse 2","Lil Remains","(Get your fuckin—)"
8238970,"Verse 2","Lil Remains","I've been—, I've been—"
8238970,"Verse 2","Lil Remains","I've been dreaming of a reason not to paint the fucking ceiling"
8238970,"Verse 2","Lil Remains","(Serious shit, no p—)"
8238970,"Verse 2","Lil Remains","With my brains and my pain, that's just how the fuck I'm feeling"
8238970,"Verse 2","Lil Remains","(Serious shit, no p—)"
8238970,"Verse 2","Lil Remains","Tired of hurting, feeling worthless, is this God thing really working?"
8238970,"Verse 2","Lil Remains","(Hit the floor)"
8238970,"Verse 2","Lil Remains","Pointless searching for a purpose (Hit-Hit the floor)"
8238970,"Verse 2","Lil Remains","Meet me at my service (Hit the floor)"
8238970,"Verse 2","Lil Remains","Meet me at my service, meet me at my service"
8238970,"Bridge","MC Money & Nigga Creeps","Serious shit, no playin', ho"
8238970,"Bridge","MC Money & Nigga Creeps","Keep poppin' off at the mouth"
8238970,"Bridge","MC Money & Nigga Creeps","Hoe-ish ass nigga, I'm just tired of this talking shit"
8238970,"Bridge","MC Money & Nigga Creeps","Break yo' self, hit the floor"
8238970,"Bridge","MC Money & Nigga Creeps","Get your fucking wig split"
8238970,"Outro","Jake & MC Money","I never knew people could be so evil"
8238970,"Outro","Jake & MC Money","(Serious shit, no playin', ho)"
8238970,"Outro","Jake & MC Money","I don't leave here, y'know?"
8238970,"Outro","Jake & MC Money","Keep poppin' off at the mouth"
8238970,"Outro","Jake & MC Money","(Break yo'self, hit the floor)"
8238970,"Outro","Jake & MC Money","Haven't gone outside for years"
8238970,"Outro","Jake & MC Money","I have a job over the phone, I help the people with the computers"
8238970,"Outro","Jake & MC Money","Order anything I want on the internet, got TV"
8238970,"Outro","Jake & MC Money","That's not a bad life"
8238970,"Outro","Jake & MC Money","Not bad at all"
8064252,"Intro","$UICIDEBOY$","(You did good, $lick)"
8064252,"Intro","$UICIDEBOY$","I, I truly had thoughts in my mind (It’s a Smash!)"
8064252,"Intro","$UICIDEBOY$","Of us and future you'll come true"
8064252,"Intro","$UICIDEBOY$","And I know you're tryin' to be everything I need"
8064252,"Intro","$UICIDEBOY$","You're the sweetest thing, treated me like everything and-"
8064252,"Intro","$UICIDEBOY$","Pimpin' as a real pimp (Talkin' a-, talk-, talkin' about dirty tramp)"
8064252,"Intro","$UICIDEBOY$","Pimpin' as a real pimp (Talkin' a-, talk-, talkin' about dirty tramp)"
8064252,"Intro","$UICIDEBOY$","Pimpin' as a real pimp (Talkin' a-, talk-, talkin' about dirty tramp)"
8064252,"Verse 1","Romeo da Black Rose","Finding love in all the wrong places"
8064252,"Verse 1","Romeo da Black Rose","Shuffling through pretty faces"
8064252,"Verse 1","Romeo da Black Rose","I'm glad you had a nice time, but right now I need my space, bitch"
8064252,"Verse 1","Romeo da Black Rose","I don't wanna waste your time, and I definitely don't wanna waste mine"
8064252,"Verse 1","Romeo da Black Rose","If I don't feel the vibe, I'll curb you like a stop sign, yeah (Uh)"
8064252,"Verse 1","Romeo da Black Rose","I been goin' through some shit"
8064252,"Verse 1","Romeo da Black Rose","I guess I'm gettin' used to it"
8064252,"Verse 1","Romeo da Black Rose","I been goin' through some shit"
8064252,"Verse 1","Romeo da Black Rose","I guess I'm gettin' used to it"
8064252,"Verse 1","Romeo da Black Rose","I used to doubt my usefulness"
8064252,"Verse 1","Romeo da Black Rose","She a bad bitch and her ass thick"
8064252,"Verse 1","Romeo da Black Rose","She gon' turn me into a sad simp, another habit"
8064252,"Verse 1","Romeo da Black Rose","Goddamn, I'm such an addict, I always gotta have it"
8064252,"Verse 1","Romeo da Black Rose","One more time for validation"
8064252,"Verse 1","Romeo da Black Rose","Watch me turn into a rabbit"
8064252,"Verse 2","Yung Heath Ledger","What do ya know? It's young Wetto riding with a hoe"
8064252,"Verse 2","Yung Heath Ledger","That bitch before? She was tripping, had to let her go"
8064252,"Verse 2","Yung Heath Ledger","Eenie-meenie-miney-moe, now her finger froze"
8064252,"Verse 2","Yung Heath Ledger","I was sold when I showed my flaws and she loved me more"
8064252,"Verse 2","Yung Heath Ledger","Used to fuckin' hate her and she stated that she hate me too"
8064252,"Verse 2","Yung Heath Ledger","Now it's ""Babe I love you"" and she sayin' ""Boy, I love you too"""
8064252,"Verse 2","Yung Heath Ledger","Still I deal with trauma from this ex in my past"
8064252,"Verse 2","Yung Heath Ledger","Only bitch I know psycho enough to land me in rehab"
8064252,"Verse 2","Yung Heath Ledger","I ran, forty yard dash with a stash in my pants"
8064252,"Verse 2","Yung Heath Ledger","Now lookin' back she never had a chance (Aye)"
8064252,"Verse 2","Yung Heath Ledger","Movin' on to better things, bigger dreams"
8064252,"Verse 2","Yung Heath Ledger","Like cummin' in pussy and hope my girl has a mini me"
8064252,"Outro","$UICIDEBOY$","I, I truly had thoughts in my mind"
8064252,"Outro","$UICIDEBOY$","Of us and future you'll come true"
8064252,"Outro","$UICIDEBOY$","And I know you're tryin' to be everything I need"
8064252,"Outro","$UICIDEBOY$","You're the sweetest thing, treated me like everything and-"
8064252,"Outro","$UICIDEBOY$","He's everything we need, He's everything we need"
8064252,"Outro","$UICIDEBOY$","Makin' us to who we supposed to be"
8064252,"Outro","$UICIDEBOY$","And I'm just tryna go where He tellin' me"
8064252,"Outro","$UICIDEBOY$","Be right where I'm supposed to be"
8064252,"Outro","$UICIDEBOY$","And I will never say I–"
8238974,"Intro","$UICIDEBOY$","Something to chief to, something to chief to bro (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Chiefin' on a blunt, smellin' like Indo (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Sit back, relax and chill and meditate (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Rolling in my city, making cheese feeling straight (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Something to chief to, something to chief to bro (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Chiefin' on a blunt, smellin' like Indo (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Sit back, relax and chill and meditate (Smoked out)"
8238974,"Intro","$UICIDEBOY$","Rolling in my city, making cheese feeling straight (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","Ayy, it’s that North North player"
8238974,"Verse 1","Cut Throat Van Gogh","Boy, these pills ain't no Bayer (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","And this weed like an onion, you can smell it in the air (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","Cutthroat, Van Gogh, $licky the picture painter (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","My ho want me to save her, but at best I might betray her"
8238974,"Verse 1","Cut Throat Van Gogh","I was never one to fit in, why would I bring a kid in? (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","This world fucked up and hard enough to just exist in (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","Riding around with that Glock, thinking, ""Should I blow my tizzop?"" (Smoked out)"
8238974,"Verse 1","Cut Throat Van Gogh","One last way to ball, kill myself while getting mizzouth (Smoked out)"
8238974,"Bridge","$UICIDEBOY$","Something to chief to, something to chief to bro (Smoked out)"
8238974,"Bridge","$UICIDEBOY$","Chiefin' on a blunt, smellin' like Indo (Smoked out)"
8238974,"Bridge","$UICIDEBOY$","Sit back, relax and chill and meditate (Smoked out)"
8238974,"Bridge","$UICIDEBOY$","Rolling in my city, making cheese feeling straight (Smoked out)"
8238974,"Verse 2","Papa Pine","$crim is fucking sober, but I smoke enough weed for the both of us (Smoked out)"
8238974,"Verse 2","Papa Pine","Honey games, my lungs are stained, just numb my brain, I can't focus (Smoked out)"
8238974,"Verse 2","Papa Pine","Suppressing my emotions, turn 'em into concrete (Smoked out)"
8238974,"Verse 2","Papa Pine","Let 'em sink to the bottom of the ocean"
8238974,"Verse 2","Papa Pine","Matter fact, I'll turn 'em into raw meat, let the sharks eat (Smoked out)"
8238974,"Verse 2","Papa Pine","Gut the gar, please, I need to smoke, fuck, again I’m losing focus (Smoked out)"
8238974,"Verse 2","Papa Pine","Hit the weed, so I can go to sleep, I hate having dreams (Smoked out)"
8238974,"Verse 2","Papa Pine","They're always fucked up and I wake up trying to breathe (Smoked out)"
